NU_INSCRICAO;TP_SEXO;SG_UF_ESC;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
2,10052E+11;F;GO;B;F;D;D;4;E;A;D;D;C;A;B;B;B;A;B;A;A;B;A;B;D;A;B;B
2,10053E+11;M;GO;D;D;C;B;5;E;A;B;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;F;GO;A;C;A;A;3;D;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;D;A;B;B
2,10052E+11;M;GO;D;D;C;C;4;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;E;B;B;B;4;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;D;B;A;B
2,10052E+11;F;GO;D;E;D;D;4;D;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;H;E;F;B;4;B;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10053E+11;M;GO;E;E;E;D;4;H;B;B;C;C;A;B;B;B;A;B;A;A;C;B;B;D;A;B;B
2,10053E+11;F;GO;G;F;D;D;3;C;A;B;C;A;B;B;B;B;A;B;A;A;B;A;A;D;A;C;B
2,10052E+11;F;GO;B;A;A;A;5;B;A;A;A;A;A;B;B;A;A;A;A;A;B;A;A;B;A;A;A
2,10053E+11;M;GO;C;C;B;B;3;F;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;M;GO;E;E;A;A;5;D;A;C;D;B;B;B;B;B;A;B;A;A;C;A;A;D;A;A;B
2,10052E+11;F;GO;H;D;A;B;4;C;A;B;C;B;A;B;B;B;B;A;A;A;B;B;A;C;A;A;B
2,10052E+11;M;GO;E;G;B;D;4;G;A;C;C;B;B;B;A;B;A;B;A;A;B;A;A;E;A;C;B
2,10053E+11;F;GO;G;G;E;E;4;M;D;D;E;B;B;B;C;B;A;B;B;B;C;A;A;D;B;B;B
2,10051E+11;F;GO;F;F;E;D;4;M;D;E;E;C;A;B;B;B;A;B;B;A;B;A;B;E;B;B;B
2,10054E+11;F;GO;B;D;B;B;6;E;A;C;C;A;A;B;A;B;A;A;A;A;C;A;A;D;A;B;B
2,10053E+11;M;GO;F;F;D;D;4;H;A;C;D;C;B;B;A;B;A;B;A;B;B;A;A;E;A;C;B
2,10052E+11;F;GO;C;E;C;F;5;D;A;C;C;C;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;C;C;F;F;3;C;A;B;C;A;A;B;A;A;B;A;A;A;B;A;A;B;A;A;A
2,10054E+11;F;GO;E;E;C;C;3;F;A;B;C;B;A;B;B;B;A;B;A;A;B;B;B;D;A;C;B
2,10051E+11;M;GO;D;D;B;B;4;E;B;B;C;C;A;B;B;B;B;B;A;A;B;A;A;E;A;B;B
2,10054E+11;M;GO;E;D;C;C;5;D;A;B;D;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;A
2,10052E+11;F;GO;C;A;F;A;2;A;A;B;B;A;B;B;A;B;B;A;A;A;A;A;A;C;A;A;B
2,10051E+11;F;GO;C;C;B;B;4;D;A;B;D;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;M;GO;D;E;A;B;3;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;B;F;B;D;2;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;C;C;A;B;5;B;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
2,10052E+11;F;GO;H;E;B;B;3;B;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;B;E;A;B;3;C;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;B;A;A;B
2,10054E+11;F;GO;D;E;A;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;A;B;A;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;C;E;D;D;4;D;A;D;D;C;B;C;A;B;A;B;A;B;D;B;A;E;A;C;B
2,10054E+11;M;GO;C;C;F;F;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
2,10051E+11;M;GO;H;H;F;F;3;F;A;C;B;B;B;B;A;B;A;B;B;A;B;A;A;B;A;A;B
2,10052E+11;F;GO;G;F;E;E;3;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
2,10053E+11;F;GO;E;E;C;C;3;D;A;B;D;B;A;B;A;B;A;B;B;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;C;B;A;B;4;E;A;C;D;B;A;B;C;B;A;B;A;B;C;B;A;E;A;A;B
2,10054E+11;F;GO;C;C;B;B;2;C;A;B;B;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;F;F;E;D;5;J;A;C;D;B;A;B;A;B;B;B;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;A;E;C;B;7;C;A;B;D;B;A;B;B;A;A;A;A;A;B;A;A;E;B;A;B
2,10053E+11;F;GO;D;E;C;B;2;C;A;D;C;B;A;B;A;A;A;B;A;A;B;A;A;C;A;B;B
2,10053E+11;F;GO;D;C;B;B;3;B;A;B;C;A;A;B;A;A;A;B;A;A;B;B;A;C;B;B;B
2,10054E+11;M;GO;E;D;D;F;7;C;A;C;D;B;A;B;B;A;A;B;A;B;C;A;A;E;A;B;B
2,10054E+11;M;GO;F;E;D;B;9;J;A;E;E;A;D;C;D;C;A;B;A;B;C;A;B;E;A;C;B
2,10053E+11;F;GO;B;B;C;B;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;C;C;A;B;4;D;A;B;C;B;B;B;B;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;C;E;A;B;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;D;C;D;B;2;E;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;A
2,10051E+11;F;GO;H;E;F;B;5;C;A;D;E;B;B;B;B;B;A;A;A;A;C;B;B;B;A;B;B
2,10052E+11;M;GO;C;C;C;B;2;C;A;B;D;A;B;C;A;B;A;A;A;A;C;A;A;B;A;A;A
2,10051E+11;F;GO;E;G;B;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;D;E;C;D;5;D;A;B;D;B;A;B;B;B;A;B;A;A;B;A;B;C;B;B;B
2,10054E+11;M;GO;H;C;F;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;M;GO;E;C;B;B;2;C;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;C;B;A;B
2,10052E+11;F;GO;B;D;C;B;3;B;A;B;B;A;A;A;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10054E+11;M;GO;E;E;D;D;5;G;A;C;D;C;A;B;A;B;A;B;A;A;C;B;A;D;A;A;B
2,10051E+11;F;GO;H;H;F;F;4;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;M;GO;D;C;B;B;3;B;A;B;B;A;A;B;B;B;A;B;A;A;B;A;A;D;A;B;B
2,10054E+11;F;GO;C;E;B;A;3;B;A;B;C;B;A;B;A;B;A;A;A;A;B;B;A;D;A;B;A
2,10054E+11;F;GO;B;C;B;B;6;B;A;B;C;A;A;B;A;A;A;A;A;A;B;B;A;B;A;A;B
2,10054E+11;M;GO;D;E;B;B;4;H;A;B;C;B;A;B;B;B;A;A;A;B;C;B;A;D;A;B;B
2,10053E+11;M;GO;D;F;D;C;4;H;A;C;D;B;B;B;A;A;A;B;B;A;C;A;A;D;B;B;B
2,10051E+11;M;GO;H;H;A;A;4;B;A;C;D;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;B;C;C;B;3;C;A;B;D;B;A;B;B;A;A;A;A;A;B;B;A;D;A;B;B
2,10053E+11;F;GO;G;F;E;E;4;M;B;D;D;C;B;B;B;B;A;B;A;A;C;A;B;E;A;C;B
2,10051E+11;M;GO;C;C;C;B;4;G;B;C;C;A;B;B;B;B;B;B;A;B;B;B;A;C;A;B;B
2,10052E+11;F;GO;H;H;A;A;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;C;E;C;B;3;D;A;B;D;B;A;B;A;B;A;B;A;A;B;B;A;D;A;A;B
2,10054E+11;M;GO;E;E;C;C;4;D;A;B;C;B;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;E;E;C;B;4;D;A;B;D;B;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;B;D;B;B;4;D;A;B;C;A;B;B;A;B;A;A;A;A;B;A;B;D;A;A;B
2,10054E+11;M;GO;B;B;A;A;3;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;A
2,10053E+11;M;GO;H;E;F;B;5;C;A;C;C;B;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;E;D;C;B;3;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;E;F;C;B;3;D;A;B;C;B;A;B;B;B;A;B;A;B;C;A;B;E;A;C;B
2,10052E+11;F;GO;B;E;B;B;4;C;A;B;B;B;B;B;A;A;A;B;A;A;B;A;B;D;A;A;B
2,10052E+11;F;GO;H;H;F;F;3;C;A;B;C;B;B;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;C;E;B;B;4;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10053E+11;M;GO;C;C;C;B;5;C;A;B;C;B;B;B;B;B;A;B;A;A;B;B;A;E;A;B;B
2,10052E+11;M;GO;H;H;A;A;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;F;E;B;B;4;F;A;C;D;B;A;B;A;B;A;A;A;B;B;A;A;D;A;B;B
2,10052E+11;F;GO;C;C;A;B;3;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;B;B;B;B;3;B;A;B;B;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;A
2,10052E+11;M;GO;F;F;C;F;4;G;A;B;D;B;B;B;A;B;A;B;A;A;A;A;A;D;A;A;B
2,10052E+11;M;GO;G;G;A;E;4;M;B;D;D;C;C;C;B;C;B;B;A;B;C;B;B;E;A;B;B
2,10053E+11;F;GO;H;F;A;B;5;C;A;B;C;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;F;GO;E;E;B;B;3;C;A;B;D;A;A;B;B;B;A;B;A;B;B;A;A;D;A;B;B
2,10051E+11;F;GO;D;D;A;A;3;C;A;B;B;A;B;B;B;A;A;A;A;A;B;A;A;B;A;A;B
2,10051E+11;M;GO;G;F;E;E;4;Q;B;E;E;C;A;B;B;B;A;B;A;B;C;A;B;E;A;C;B
2,10052E+11;M;GO;G;G;F;F;5;B;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;E;B;A;B
2,10054E+11;M;GO;D;D;B;B;4;E;A;B;D;B;A;B;A;B;A;B;A;A;B;A;B;D;A;B;B
2,10051E+11;F;GO;C;D;B;C;4;E;B;B;C;C;A;B;A;B;B;B;B;B;B;B;A;B;B;C;B
2,10053E+11;M;GO;E;E;B;F;4;I;A;C;D;B;B;B;B;B;A;A;A;B;B;A;A;E;A;C;B
2,10052E+11;M;GO;C;E;B;F;4;C;A;C;D;B;A;B;A;B;A;B;A;B;B;B;B;E;A;A;B
2,10051E+11;M;GO;H;H;A;A;4;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;C;C;A;A;4;B;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10051E+11;F;GO;D;D;C;C;4;D;A;C;C;C;B;B;B;B;A;A;A;A;B;A;A;E;A;B;B
2,10053E+11;F;GO;D;B;B;A;6;C;A;C;E;B;A;B;C;B;A;A;A;A;C;A;A;E;A;A;B
2,10051E+11;F;GO;B;B;A;A;4;C;A;B;D;B;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;H;B;B;B;4;D;A;B;C;B;A;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10052E+11;F;GO;D;E;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;G;G;D;D;4;P;C;E;D;C;A;B;B;B;A;B;A;B;B;A;B;E;A;D;B
2,10053E+11;F;GO;B;B;C;B;4;C;A;B;C;B;A;B;B;B;A;C;A;A;C;B;A;E;A;A;B
2,10053E+11;F;GO;E;E;B;B;4;E;A;C;D;B;B;B;A;B;A;B;A;B;B;A;A;E;A;B;B
2,10054E+11;M;GO;D;D;C;C;4;D;A;B;C;A;A;B;A;A;A;B;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;F;G;D;E;5;K;A;C;D;B;B;B;B;B;B;A;A;A;C;A;A;E;A;A;B
2,10054E+11;M;GO;C;G;C;D;5;F;A;B;C;A;B;B;A;A;A;A;B;A;B;B;A;E;A;B;B
2,10054E+11;F;GO;H;E;B;B;4;C;A;B;C;A;B;B;A;B;B;B;A;A;B;A;A;D;A;A;B
2,10051E+11;F;GO;A;E;A;B;3;C;A;C;C;B;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B
2,10052E+11;M;GO;F;E;D;B;4;G;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10054E+11;M;GO;C;G;A;D;4;M;B;C;D;C;A;B;B;B;A;B;A;A;D;A;B;D;B;C;B
2,10053E+11;F;GO;B;C;A;B;4;E;A;B;C;B;A;B;A;B;A;A;A;A;B;B;A;D;A;A;B
2,10053E+11;F;GO;B;B;A;A;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;B;C;A;A;5;B;A;B;D;A;B;B;B;A;A;B;A;A;B;A;A;B;A;A;A
2,10054E+11;F;GO;D;C;C;F;4;G;A;B;D;B;A;B;B;B;B;B;A;A;B;B;A;D;B;B;B
2,10054E+11;M;GO;B;C;A;A;5;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;E;E;B;D;4;D;A;C;C;B;A;B;B;B;A;B;A;A;C;A;A;E;A;A;B
2,10052E+11;M;GO;E;D;A;B;6;I;A;D;E;B;A;B;B;B;A;B;A;B;B;A;A;E;B;B;B
2,10054E+11;F;GO;F;G;D;D;3;H;A;C;D;B;A;B;B;B;B;B;A;A;B;A;B;D;A;B;B
2,10052E+11;M;GO;H;E;F;B;1;B;A;B;B;A;A;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10052E+11;F;GO;D;D;B;B;5;E;A;B;D;A;B;B;A;A;A;B;A;A;B;A;A;D;A;A;A
2,10052E+11;F;GO;C;C;B;A;2;C;A;B;C;B;B;B;A;A;A;B;A;A;B;B;A;D;A;B;B
2,10051E+11;F;GO;E;F;A;D;5;F;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;B;A;A;B
2,10053E+11;F;GO;E;E;C;B;4;D;A;B;D;C;A;B;B;B;A;B;A;A;B;A;A;E;A;C;B
2,10054E+11;M;GO;H;E;A;B;3;D;A;B;D;A;A;B;B;B;A;A;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;E;E;B;B;4;D;A;B;D;B;B;B;A;B;A;B;A;A;B;A;B;C;A;B;B
2,10052E+11;M;GO;F;F;D;D;4;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;B;B
2,10054E+11;M;GO;E;E;C;B;4;E;A;B;D;B;B;B;A;B;A;B;A;A;C;A;A;D;A;B;B
2,10052E+11;F;GO;F;F;C;B;4;B;A;B;D;B;B;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;M;GO;H;H;F;F;4;E;A;B;D;B;A;B;A;B;A;B;B;A;B;A;A;C;A;C;B
2,10053E+11;F;GO;E;E;C;D;5;H;A;B;D;B;B;B;A;B;A;B;A;A;C;A;B;E;A;A;B
2,10052E+11;F;GO;C;C;B;B;4;D;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;B;C;A;A;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10053E+11;F;GO;D;D;C;D;4;F;A;C;C;B;A;B;B;B;B;B;B;B;C;B;B;B;A;C;B
2,10053E+11;M;GO;C;D;A;B;4;B;A;C;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10054E+11;F;GO;C;C;E;E;6;F;A;C;D;B;B;B;B;C;A;A;A;A;B;A;A;B;A;B;B
2,10052E+11;F;GO;E;E;C;C;4;C;A;B;C;B;A;B;A;B;A;A;A;A;C;A;A;C;A;A;B
2,10053E+11;F;GO;E;E;F;F;6;B;A;B;D;B;C;B;A;B;A;A;A;A;B;A;A;E;A;A;B
2,10054E+11;M;GO;C;C;C;B;3;C;A;C;C;B;A;B;B;A;A;B;B;B;B;A;A;D;A;A;B
2,10053E+11;F;GO;C;C;B;B;6;C;A;B;E;A;A;B;B;A;A;A;A;A;B;B;B;D;A;A;B
2,10052E+11;F;GO;H;C;C;B;2;D;A;B;B;A;B;B;A;A;A;A;A;A;A;A;A;B;A;A;B
2,10052E+11;M;GO;C;C;B;B;5;E;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;D;A;A;B
2,10051E+11;F;GO;C;D;C;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;D;D;B;B;5;B;D;D;D;B;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;E;E;D;C;2;E;A;B;C;B;A;B;A;B;A;A;A;A;B;A;B;C;A;C;B
2,10053E+11;M;GO;H;C;A;A;4;A;A;C;C;A;A;B;A;A;A;A;A;A;A;A;A;D;A;A;B
2,10053E+11;M;GO;D;C;B;B;3;E;D;B;D;A;C;B;B;B;A;A;A;A;B;B;A;B;A;A;A
2,10053E+11;F;GO;H;B;C;B;7;D;A;B;C;A;B;B;A;B;A;B;A;A;B;A;A;E;A;A;B
2,10052E+11;F;GO;D;E;B;B;3;C;A;C;C;B;B;B;B;B;A;B;A;A;B;B;A;D;A;B;B
2,10054E+11;F;GO;B;B;C;C;6;E;A;D;D;B;B;B;B;B;B;B;A;A;C;A;B;E;A;D;B
2,10054E+11;F;GO;C;C;A;A;2;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;B
2,10052E+11;M;GO;B;C;B;B;5;C;A;B;C;B;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;D;E;A;B;4;D;A;B;C;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;C;D;B;B;3;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10052E+11;M;GO;C;D;B;B;5;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;B;B;B
2,10051E+11;M;GO;B;D;B;B;6;C;A;B;D;B;B;B;A;B;A;B;A;B;B;A;A;C;A;A;B
2,10052E+11;F;GO;D;D;C;B;4;D;A;B;C;A;B;B;A;A;A;B;A;A;B;A;A;C;A;A;A
2,10054E+11;M;GO;D;E;B;B;4;C;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;M;GO;E;F;E;E;4;Q;D;E;E;C;A;C;C;B;A;B;A;B;D;A;A;E;A;C;B
2,10053E+11;F;GO;C;C;B;B;3;C;A;B;C;B;B;B;A;B;A;B;A;B;C;A;A;D;B;A;B
2,10053E+11;M;GO;D;D;C;C;4;F;B;C;C;B;C;B;B;B;B;B;B;B;B;A;A;B;B;B;B
2,10053E+11;M;GO;B;G;A;D;4;H;B;B;D;C;B;B;A;B;A;A;A;B;B;A;A;D;A;A;B
2,10053E+11;M;GO;F;F;E;D;4;M;A;B;D;C;B;C;A;B;A;B;A;B;B;B;A;E;A;C;B
2,10054E+11;M;GO;C;C;A;A;4;C;A;B;D;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;B;B;A;A;2;B;A;B;B;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10052E+11;F;GO;E;E;B;B;3;B;A;B;C;A;B;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;M;GO;E;D;C;B;4;D;A;B;C;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10053E+11;F;GO;B;C;A;A;3;C;A;B;C;B;A;B;B;B;B;B;A;A;B;B;A;C;A;A;B
2,10052E+11;M;GO;D;E;C;B;6;A;A;B;C;B;B;B;B;A;A;B;B;A;D;A;B;E;A;A;B
2,10052E+11;M;GO;B;B;A;A;1;A;A;A;B;C;A;A;A;B;A;A;A;A;A;A;B;A;A;C;A
2,10052E+11;M;GO;C;E;B;B;3;C;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;D;D;B;B;4;D;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;D;D;A;A;3;C;A;B;D;B;B;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;B;E;D;D;2;D;A;C;D;B;A;B;B;B;B;B;A;A;D;A;A;D;A;B;B
2,10054E+11;M;GO;D;E;F;B;3;B;A;C;C;B;A;B;B;B;A;B;A;A;B;A;A;C;A;B;B
2,10053E+11;M;GO;B;B;A;A;5;D;A;C;D;B;B;B;B;B;A;B;A;A;C;A;A;C;A;A;B
2,10053E+11;F;GO;H;H;F;F;4;E;A;B;D;B;A;B;A;B;A;B;A;A;B;A;B;C;A;A;B
2,10054E+11;M;GO;F;E;D;B;5;G;A;B;D;B;B;B;B;B;B;A;A;A;B;A;A;E;A;A;B
2,10053E+11;F;GO;H;E;F;B;5;C;A;C;C;B;B;B;A;B;A;B;A;A;B;B;A;D;A;B;B
2,10054E+11;F;GO;B;A;C;B;6;C;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;B;B
2,10054E+11;F;GO;F;F;D;D;5;M;B;D;D;C;A;B;A;B;B;B;A;A;C;A;A;D;B;B;B
2,10054E+11;M;GO;C;D;C;B;4;B;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;D;A;A;A
2,10052E+11;F;GO;D;F;A;B;5;C;A;B;D;A;B;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10053E+11;M;GO;F;F;D;E;5;G;A;C;D;B;A;B;B;B;B;B;A;A;C;A;B;E;A;B;B
2,10052E+11;F;GO;B;B;F;F;4;B;A;B;C;A;A;B;A;B;A;B;A;A;B;A;B;B;A;B;B
2,10054E+11;F;GO;E;E;D;D;5;G;A;C;E;B;A;B;B;B;A;B;A;B;B;B;B;E;A;C;B
2,10052E+11;M;GO;E;E;A;D;3;D;A;B;D;A;B;B;B;B;B;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;C;C;A;B;3;C;A;C;D;B;A;B;B;B;A;B;A;A;B;A;A;D;A;A;B
2,10052E+11;F;GO;B;B;A;B;4;E;A;B;D;B;C;B;B;B;A;B;A;A;B;A;A;E;A;B;B
2,10051E+11;M;GO;D;D;C;C;3;F;B;C;D;C;B;C;A;B;A;B;A;B;D;A;B;D;A;B;B
2,10054E+11;F;GO;G;G;E;E;5;M;B;D;E;C;A;B;A;B;A;B;A;A;C;A;B;E;A;D;B
2,10051E+11;F;GO;D;C;B;B;4;A;B;B;C;A;A;B;A;B;A;B;A;A;B;A;A;B;B;B;B
2,10053E+11;F;GO;E;E;C;F;4;D;A;C;D;B;B;B;B;B;A;B;A;A;B;A;A;D;B;C;B
2,10052E+11;F;GO;D;C;C;B;4;D;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10053E+11;F;GO;E;E;D;D;4;B;A;B;D;B;A;B;A;B;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;F;GO;D;G;F;D;2;H;A;C;D;B;A;B;B;B;A;B;A;A;C;A;B;C;A;A;B
2,10051E+11;F;GO;H;B;F;F;5;B;A;C;D;A;A;B;A;A;A;B;A;A;B;B;A;C;A;A;B
2,10053E+11;F;GO;C;D;B;B;5;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10051E+11;F;GO;D;B;C;F;3;B;A;B;C;B;A;B;B;B;A;B;A;A;B;A;A;B;A;A;A
2,10054E+11;F;GO;D;D;C;B;2;D;A;B;D;B;A;B;B;B;B;A;A;A;B;A;A;D;A;A;B
2,10052E+11;M;GO;C;E;B;B;3;B;A;B;D;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;M;GO;G;G;A;D;3;K;A;B;D;A;B;B;B;B;A;A;A;A;C;A;B;B;B;A;B
2,10054E+11;M;GO;B;D;F;F;2;B;A;B;C;B;B;B;A;B;B;B;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;G;G;D;D;4;N;B;D;D;C;A;C;B;B;A;A;A;A;B;B;B;E;A;A;B
2,10052E+11;F;GO;H;H;B;B;5;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;B
2,10052E+11;F;GO;C;C;A;B;2;B;A;B;C;A;A;B;B;B;A;B;A;A;B;A;A;C;A;A;B
2,10054E+11;M;GO;E;E;D;D;4;F;A;D;D;C;A;B;B;B;A;B;A;B;D;A;A;E;A;B;B
2,10052E+11;F;GO;E;E;C;B;3;C;A;B;C;A;A;B;A;B;A;B;A;A;B;A;A;D;A;B;B
2,10052E+11;M;GO;C;D;B;B;4;B;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;C;A;A;A
2,10051E+11;F;GO;D;D;C;A;5;F;A;B;D;B;B;B;A;A;A;B;A;A;B;A;A;E;A;B;B
2,10054E+11;F;GO;H;E;C;D;1;C;A;B;B;A;A;B;A;A;A;B;A;A;B;A;A;B;A;B;B
2,10053E+11;M;GO;H;G;F;D;2;H;B;C;C;B;A;B;B;B;A;B;A;A;C;A;A;C;B;C;B
2,10052E+11;F;GO;C;D;B;B;4;B;A;B;B;A;A;B;A;B;A;B;A;A;B;A;A;B;A;A;B
2,10054E+11;M;GO;C;B;C;B;5;D;A;C;D;B;A;B;A;B;A;A;A;A;C;A;A;D;A;B;B
2,10053E+11;M;GO;H;D;F;B;5;E;A;B;C;A;B;B;A;B;A;A;A;A;B;A;A;C;A;A;A
2,10054E+11;F;GO;C;C;B;B;5;C;A;C;D;B;A;B;A;B;A;A;B;A;B;A;A;C;A;B;B
2,10052E+11;M;GO;B;G;C;E;4;E;A;C;D;B;B;B;B;B;A;B;A;A;C;A;A;E;A;B;B
2,10051E+11;F;GO;C;D;B;D;4;C;A;B;C;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
2,10053E+11;F;GO;A;B;F;F;2;A;A;B;C;A;A;B;B;A;A;A;A;A;B;A;A;C;A;A;B
